用户名,评论时间,IP属地,点赞数量,评论内容
Heng的噗噗达,2023.08.13,未知,0,因为不用洗啊，你买这种内裤得先洗了才能穿啊
??,2023.08.12,未知,1,哪儿买的啊这么便宜[哇R]
sweet栗栗,2023.08.12,未知,0,哇
留一一,2023.08.12,未知,0,问题是一般的纯棉内裤不先洗一遍没法直接穿啊，流水线上非常脏的
Ge ?,2023.08.12,未知,0,浦东要靠内裤赚钱了吗？
橘子皮,2023.08.11,未知,0,过敏体质，必须穿纯棉的才行，可以买男款的短裤，又舒服又大还便宜
Koreyoshi,2023.08.11,未知,0,新疆夏天秒干啊
我没不开心_,2023.08.11,未知,0,还以为你穿出病来了
小颜吖,2023.08.11,未知,0,@Ustinian [皱眉R]
胸有大痣,2023.08.11,未知,0,咋买[doge]
泡泡o3o,2023.08.11,未知,0,可是一次性内裤不用洗了再穿 这个得提前洗好再带去
不爱吃零食,2023.08.11,未知,0,@要努力赚钱！ 不打算买了[失望R]
泡沫沫沫,2023.08.11,未知,0,买了全棉时代的一次性内裤，出门旅游必备，不知道是不是灭菌[石化R]
?,2023.08.10,未知,0,有链接嘛？
呗呗兔,2023.08.10,未知,0,[笑哭R]
王哈哈,2023.08.10,未知,0,打开了新思路
柠檬不酸,2023.08.10,未知,0,家里平时旧内裤不要扔啊，出去旅游穿一个扔一个[捂脸R][捂脸R][捂脸R]
磊磊,2023.08.09,未知,0,一次性的方便，要不天天换，洗了不干
Mareike,2023.08.09,未知,0,新疆那么干燥，一晚上就干透了
小婷子,2023.08.09,未知,0,发个链接
?,2023.08.08,未知,0,只想要链接[色色R]
球球是大惯宝子,2023.08.08,未知,0,一次性内裤也要7元左右，所以我都把之前的旧内裤保存好，出游就选它们，一穿一扔也不心疼
顾陌er,2023.08.07,未知,1,@挟飞仙以遨游
哎哎呦呦柚子茶,2023.08.07,未知,0,@王小黄 @早C晚A不学习
你吃香菜吗,2023.08.07,未知,0,这个在哪买的
减肥真特喵累,2023.08.07,未知,1,我马上要去旅游了还考虑过要不要买一次性内裤，但很担心舒适度的问题[捂脸R]我平时喜欢穿牛奶丝高弹的那种内裤，不管买啥牌子都买这种面料
桃桃子?,2023.08.06,未知,0,小姐姐是在哪里买啊？可以推吗
阿普利亚,2023.08.06,未知,1,链接[可怜R][可怜R][可怜R]
小宝总,2023.08.06,未知,0,求链接
辰月,2023.08.06,未知,1,求纯棉内裤链接
勾猫,2023.08.05,未知,0,姐妹在哪里买的呀求链接[飞吻R]
一个人看世界,2023.08.05,未知,0,怎么买？
???,2023.08.04,未知,0,我穿了两年一次性了，也是棉的，没有任何毛病
L,2023.08.04,未知,0,亲们不要争了，外面馆子发现了地沟油，大家就不出去下馆子了吗[笑哭R]
嘻瓜的嘻,2023.08.04,未知,1,博主！！我需要一个链接！！！
momo,2023.08.03,未知,0,姐妹们，什么牌子的一次性内裤好
小涵kiko,2023.08.03,未知,0,链接链接
时凌,2023.08.03,未知,0,可以蹲一下链接吗？准备出去旅游
妞妈,2023.08.01,未知,0,内裤本来过段时间就要换新的，出门我就带旧的，穿了就扔
湘湘,2023.08.01,未知,5,其实旅游晚上洗一下，晾在通风的地方，基本第二天退房时候就干了。
晖姑娘,2023.07.31,未知,1,啊…我觉得想要一个图片内裤的链接[飞吻R]一次性内裤一点都不便宜啊
哈哈哈哈哈我不爱笑,2023.07.31,未知,0,哪个牌子[哭惹R]
蒽蒽,2023.07.31,未知,0,@阿辰
晚,2023.07.31,未知,0,直接买便宜点的纯棉内裤然后洗好带过去穿了就扔
我看你需要修理一下脑子,2023.07.31,未知,8,评论区有些人，真的很奇怪，拿自己的身边统计学，来说教别人不要穿一次性内裤，管的好宽啊。别人觉得穿的好才一直穿啊。不是所有内裤都来自小作坊。你要是真心为别人好，应该叫别人选大牌子，而不是杠别人不要穿。[汗颜R][汗颜R]什么扫兴鬼啊
灯光设计师-甜甜,2023.07.30,未知,1,@双吉不要酱 [害羞R]
嗯,2023.07.30,未知,0,@小宇同学 笑飞我了，思路打开
momo,2023.07.30,未知,0,有链接吗！
小红薯658C8DC1,2023.07.30,未知,0,请问能推荐一下嘛
静子,2023.07.30,未知,1,请问内衣怎么办
俄罗斯方块,2023.07.30,未知,1,纯白纯黑都不推荐，一个漂白一个用的不一定是好布。
vianbaby,2023.07.30,未知,0,被评论笑到了
敏感叽,2023.07.29,未知,0,有链接吗[偷笑R]
小红薯640AD25F,2023.07.29,未知,1,反正广东的梅雨天气，攒内裤两三天一洗已经把我穿出阴道炎了，手洗内裤碰冷水难受，碰温水热水太热了，我现在穿一次性内裤了
啥啥啥呀这是?,2023.07.29,未知,0,做布料的朋友说太便宜的棉可能是回收料做的，更便宜的还有可能是洋垃圾，我不懂是不是真的
???,2023.07.28,未知,1,链接[偷笑R]
清清,2023.07.28,未知,0,哪里买的，这么便宜，有没有链接
...,2023.07.28,未知,0,刚买的5块9，4个 [偷笑R]
布布,2023.07.28,未知,0,一次性内裤就是纯棉的，而且是灭菌的[笑哭R]
我叫杨多多_,2023.07.28,未知,0,求内裤链接！！14条28！太适合我了
hhhhhh?,2023.07.28,未知,0,去潮湿的地方玩没办法而且总换酒店只能买这个，我买的洁丽雅我觉得还可以
??,2023.07.28,未知,1,一次性内裤也太不环保了吧[汗颜R][汗颜R][汗颜R]
艳儿,2023.07.27,未知,0,给个链接？[喝奶茶R]
随机的一个名,2023.07.27,未知,0,哪里买的
?。,2023.07.27,未知,1,五一出去旅游，穿的那个一次性内裤回家就生病了
joen.?,2023.07.27,未知,2,@麻辣兔头?（六月涨价） [石化R]我们血亏
温柔野兽的温柔小野兽,2023.07.27,未知,0,浦东的内裤？笑死我了。普陀或者宝山的内裤可以不？
百毒不侵,2023.07.27,未知,0,买成人纸尿裤啊[飞吻R]
我超棒的(抗日版),2023.07.27,未知,0,集美 求链接[飞吻R] 14元28条的
猪猪猪猪猪,2023.07.26,未知,0,求店铺
小v的内搭,2023.07.26,未知,0,买白色也要谨慎哇，纯白内裤会有增白剂，厂家量控制不好的话对身体还是有害的[哭惹R]
梧桐树,2023.07.26,未知,2,哪儿不方便了？我每次洗完澡洗好后挂阳台第二天就干了，夏天还干不了？
向风而行,2023.07.26,未知,1,山姆的全棉时代很便宜呀，一条投3.7多
收手吧穷神,2023.07.26,未知,0,不是一次性的得洗
100斤,2023.07.25,未知,0,求链接！
謨謨哒,2023.07.25,未知,0,其实连卫生巾出厂前都没有消过毒，这些一次性用品也不敢保证吧[笑哭R]
七.,2023.07.25,未知,0,求个链接
77,2023.07.25,未知,0,@围观群众
叫你多读苏:-D,2023.07.25,未知,0,@请告诉我是你 好主意
榴莲抹茶不要冰,2023.07.25,未知,0,同去新疆11天，准备行李中，求链接～
momo,2023.07.25,未知,0,求个链接姐妹！[飞吻R]
傅豆豆,2023.07.25,未知,1,我买的一次性内裤都是全棉的啊，+7直播的时候多囤点，出去前先洗好太阳下晒一晒，又卫生又舒服[偷笑R]
小丸子-,2023.07.25,未知,0,我出去旅游买的一次性内裤和袜子，太方便了，穿了就丢
双人鱼,2023.07.24,未知,0,好穿嘛姐妹
煎蛋?,2023.07.24,未知,3,很好穿！
ZH,2023.07.24,未知,0,我是把旧的穿去，直接扔，再买新的就是了
?,2023.07.24,未知,0,有链接吗？
小红薯5FDB3161,2023.07.24,未知,0,我也是用的这种。比一次性内裤好穿。
W.,2023.07.24,未知,1,我是把家里所有的旧内裤带上了哈哈哈也是准备去十多天，所以选了几条新的但是便宜的洗好了准备一天扔一条[笑哭R]
小红薯2777,2023.07.23,未知,0,不喜欢穿的旧内裤，旅游都带上穿完就扔了
进击的咕Bot_zZR?,2023.07.23,未知,0,出去玩一个星期，买的一次性内裤，后面几天就很难受了！！长途游别买！！
常惭愧,2023.07.23,未知,0,有链接吗
至终,2023.07.23,未知,0,链接链接链接速速给我链接
小蛙,2023.07.23,未知,1,@乖巧の刘玲儿XD 考虑一下？
momo,2023.07.23,未知,0,一次性的都是灭菌后的，而便宜的普通内裤可能质量并不好呢，有活动的时候能买到3块左右的一次性的
fei,2023.07.23,未知,0,没有杀菌还要洗，而且容易烂，根本不如一次性内裤。
ab,2023.07.23,未知,0,我出去旅游都穿的一次性
木笔花,2023.07.23,未知,0,刚想去旅游买点，前阵子丢了不少[笑哭R]，现在打开新思路，整理整理应该旅游能用的上了。
东北区百丽女鞋,2023.07.23,未知,0,思路打开啦
小蚊子吖,2023.07.23,未知,2,店铺可以分享一下吗？我也需要[偷笑R]
艺人商务～麦芽,2023.07.22,未知,3,一直用楽力乇除了贵点没毛病[笑哭R]
温妤,2023.07.22,未知,0,内裤求个链接?
Y-,2023.07.22,未知,0,之前我也穿一次性  后来刷抖音刷到都是老人从厂里拿回家摊在沙发上盘脚坐沙发上装进去的   就再也没用过了
Ellen?,2023.07.22,未知,0,我觉得一次性内裤除了版型可能不是很舒服，其他都不错啊，方便。我买的三四块钱一条，价格也能接受
咖啡奶茶与茶,2023.07.22,未知,0,讲个笑话[笑哭R]我有次tb想买一次性内裤，买了二十条，发来的就是图上一模一样的[笑哭R]
快乐小肖恩,2023.07.21,未知,0,@某奇怪用户
momo,2023.07.21,未知,0,@鸭鸭进京赶烤
Sarah,2023.07.21,未知,0,求链接 很需要[哭惹R]
原始园丁,2023.07.21,未知,1,反正一次性内裤买来我一样消毒洗干净再穿
诺酱写不好字,2023.07.21,未知,0,这个关键字是什么呀！
是兔兔鸭,2023.07.21,未知,0,@迷迷糊糊 没买这个
十六鹤井L,2023.07.21,未知,0,怎么买。
雨洁爱美女,2023.07.21,未知,0,@Zzwanx_ @66
欣上日记,2023.07.21,未知,0,我穿了一次性内裤4年多了，也没出啥问题
巴依老爷,2023.07.21,未知,0,有货吗
屎到淋头还想搅便,2023.07.21,未知,0,@穷鬼舔狗乞丐 有道理
饼干拿铁,2023.07.21,未知,0,杀不杀菌不知道 主要是懶得洗哈哈哈
炸毛椰椰,2023.07.21,未知,0,可以买速干内裤 比较环保日常也能穿
小红薯606F82FF,2023.07.21,未知,0,只有我想蹲个链接吗
霫羽,2023.07.21,未知,0,穿自己的不就好了～刚好买新的啊  旧的 穿一条扔一条[斜眼R]
Iceberg,2023.07.20,未知,0,这些内裤贴不上护垫[捂脸R]
愚也愉,2023.07.20,未知,0,有链接吗
真真,2023.07.20,未知,1,上次旅游买了一次性，穿的屁屁感觉炎症了
仔仔的躺平日记,2023.07.20,未知,2,我只能说大家注意一点，我用了一家一次性内裤就有炎症了，用了另一家就没有，亲自实验[笑哭R]
Brika,2023.07.20,未知,0,我之前也一直买一次性内裤 直到有天我刷到一个老奶奶在家做兼职包装一次性内裤之后，就再也没穿过了[哭惹R]
我是希瑞?,2023.07.20,未知,0,浦东的内裤比海信广场的还贵吗[害羞R][害羞R][害羞R]
请喊我去学习,2023.07.20,未知,0,@夺命侏罗纪
你了梨树,2023.07.20,未知,0,我买的一次性内裤2.9一条，还是蛮便宜的
吃香菜吗?,2023.07.20,未知,0,我才买了一次性就是觉得懒的洗在外面  本来也打算把一次性的洗一下    太麻烦了主要是我和我爸妈在一起住  不晓得的以为我穿了好久才洗[笑哭R]
soojung1023,2023.07.20,未知,0,链接给一下
三岁宝宝已认证,2023.07.19,未知,0,@念你
fengwy318,2023.07.19,未知,0,[笑哭R]我现在也是，买了一堆便宜纯棉内裤，要出去玩前天洗了，又舒服又便宜
山间雾与风咩,2023.07.19,未知,8,[扶墙R][扶墙R]普通内裤我洗了五条[微笑R]然后酒店没晾干[微笑R]早上换酒店时我放密封袋，晚上拿出来都有味了，但是我还是晾干了，穿了，下边痒了四天了，现在涂了两天药好了不少。还是穿一次性内裤吧[微笑R]
仙灵女巫,2023.07.19,未知,0,嫚熙的还不错耶，26.8 到手八条[暗中观察R]
旺崽,2023.07.19,未知,5,bbc的一次性内裤好穿的，怀孕后胖了懒得买大码内裤，一直穿的bbc，好价2元一条，平时3元一条…穿这个不就是为了不想洗内裤嘛[笑哭R]或者以前旅游的时候，会带穿的比较旧的内裤，穿完就扔，回来买波新的也挺好[偷笑R]
miumiu喵,2023.07.19,未知,0,求链接
主儿布裙,2023.07.19,未知,0,一次性是灭菌的，我也是一年四季基本一次性的。
艳阳天,2023.07.19,未知,0,超过3个月的旧内裤都留着旅行带着，穿了就扔，又舒适又省钱。
温言,2023.07.19,未知,0,我买过一次，好像3元一条，穿着还行诶[笑哭R]
少在这给我逼逼,2023.07.19,未知,0,有没有链接[哭惹R]
没有吃宵夜,2023.07.19,未知,0,出去玩的袜子和内裤都是平时穿旧准备扔的，出游的时候都带出去，一天丢一条
璐啦噜,2023.07.19,未知,0,安心裤也可以，直接平替，就是不适合夏天穿
???,2023.07.19,未知,5,你倒是能不能再聪明点呢？只考虑到了染色问题怎么没考虑到荧光剂的问题呢[笑哭R]
天冷防寒,2023.07.19,未知,5,去新疆玩根本不需要买一次性内裤，洗一洗，拧一拧，自然干的很快[偷笑R]，除非不方便洗
???,2023.07.19,未知,0,我寻思浦东内裤是质量特别好吗？
启辰,2023.07.19,未知,6,把自己穿旧收集着，出游前再清洗一遍[偷笑R][偷笑R]穿一次扔一条
momo,2023.07.19,未知,0,啊，搜到了，居然是揭阳的[大笑R]
momo,2023.07.19,未知,0,怎么买到这么便宜的？我搜到最便宜还要3块多[捂脸R]买回来一口气全洗了，心情好洗洗也能穿，心情不好就丢，真心喜欢纯棉的内裤[大笑R]
momo（小恶魔版）,2023.07.19,未知,0,[doge]我觉得盒马的一次性内裤很舒服
纯甄小旺仔（忙飞停更会）,2023.07.19,未知,0,@溺水的鱼 大数据别太荒谬[石化R]
炸酱面,2023.07.19,未知,5,新疆干成那样根本用不着一次性内裤，别问，我是新疆人
井村银时,2023.07.19,未知,0,@Wcxxx
!:EM,2023.07.18,未知,0,没人垫护垫吗
Meow?,2023.07.18,未知,0,看了评论区我在想要不要把一次性内裤洗一下再带出去旅游
小小馆,2023.07.18,未知,0,我们新疆洗东西分分钟就干了，尤其夏天[偷笑R]
?,2023.07.18,未知,0,我只想知道有没有高腰大码的一次性内裤推荐，我要买几条旅行穿[捂脸R]
小红薯643521FD,2023.07.18,未知,0,买孕妇穿的那种一次性内裤
番茄爸爸爱我,2023.07.18,未知,0,买专卖孕妇用品店的那种，比如十月结晶
你玫瑰掉了,2023.07.18,未知,1,我也是！出去玩之前会搜价格合适的纯棉内裤 买回来洗一下晾干拿着！穿完扔了也不心疼！
钱不胖,2023.07.18,未知,6,全棉时代的一次性内裤 都是全棉的啊
repp,2023.07.18,未知,0,@yuyu 还要多准备内裤！！（和内衣）换洗不太方便
米饭炫两碗?,2023.07.18,未知,0,姐妹你哪家买的？我也想要[doge]
阿麦食咩,2023.07.18,未知,0,打开新思路
冰糖味兒|,2023.07.18,未知,0,普通内裤要洗，一次性不要洗啊姐姐
幼儿园干饭第一名,2023.07.18,未知,0,想要个链接 我买的这种要三块多一条
蜗牛,2023.07.18,未知,0,一次性内裤我都是拆包之后洗干净再带去旅游，有的一次性内裤甚至都没有独立包装
陈陈,2023.07.18,未知,0,出去旅游我都是带旧内裤，一天一扔，也不用洗也不心疼[偷笑R][偷笑R]
momo,2023.07.18,未知,0,@booya
你被写在我的歌里,2023.07.18,未知,0,@PI真的很烦人
一口仙气,2023.07.18,未知,0,我出门旅游都带一次性内裤。我可以洗，但是晾很成问题，不如一次性，直接丢掉
ritafish27,2023.07.18,未知,1,去一次旅行带一打内裤，还要自己洗，不累吗？还是一次性内裤方便，袜子我也是买一次性的[偷笑R][偷笑R]
momo,2023.07.18,未知,2,纯棉的内裤怎么会这么便宜？不敢穿这种，还是一次性内裤放心点
吃十二颗草莓 ?,2023.07.18,未知,0,不说牌子？我们怎么买[偷笑R]
不吃糖,2023.07.18,未知,0,@开水变凉不好喝 [哭惹R]
斯内克(龙行龘龘版),2023.07.18,未知,0,一次性内裤穿了，极不舒服 放弃了
一枚鸟蛋,2023.07.18,未知,0,什么牌子好，有推荐的没
粉紫星人,2023.07.18,未知,0,哪里买呢
白敬亭不加糖,2023.07.18,未知,0,这个有链接吗？
慧慧,2023.07.18,未知,1,我买的就是这个！标签都一样哈哈[doge]
gloria,2023.07.18,未知,0,浦东的内裤很有名吗，不懂就问
讨厌下雨天,2023.07.18,未知,0,名创优品29.9/5条还行
Koala,2023.07.18,未知,1,一次性内裤也有纯棉的啊，但是消毒过可以直接穿。普通纯棉内裤买回来还得洗和晒才能穿。买一次性主要是方便，临时出差拿来就能走了
